Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
200803,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,6948
200803,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,565
200803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,11150
200803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,12913
200803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2766
200803,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6042
200803,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6187
200803,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,134024
200803,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,134386
200803,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3763
200803,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3843
200803,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Other,Other,Other,7
200803,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4190
200803,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4632
200803,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18547
200803,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17458
200803,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21188
200803,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20994
200803,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11446
200803,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10667
200803,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,60275
200803,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,60104
200803,EVA Airways,,EVA Airways,,International,Asia,Deplaned,Other,International,G,13903
200803,EVA Airways,,EVA Airways,,International,Asia,Enplaned,Other,International,G,12553
200803,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5837
200803,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6038
200803,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,15335
200803,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,15507
200803,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7263
200803,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7273
200803,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,3724
200803,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,3477
200803,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7466
200803,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8025
200803,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,18292
200803,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,18928
200803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9720
200803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9262
200803,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3997
200803,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3511
200803,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17542
200803,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18013
200803,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,7895
200803,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7424
200803,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,3687
200803,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,3655
200803,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,42158
200803,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,43949
200803,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6876
200803,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,7020
200803,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11980
200803,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10592
200803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6653
200803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,4671
200803,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15328
200803,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14014
200803,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8609
200803,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,8531
200803,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,90751
200803,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,89667
200803,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8369
200803,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,8868
200803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,88882
200803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,87913
200803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,15
200803,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,2950
200803,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,2901
200803,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,3987
200803,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4240
200803,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,68830
200803,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,73439
200803,United Airlines,CO,United Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,49755
200803,United Airlines,CO,United Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,50017
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,4435
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,1114
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25924
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,24951
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,411
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,51264
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,367925
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,51992
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,377134
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,7024
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,78589
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,78427
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3642
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8209
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6613
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,547
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14468
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,15118
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,377
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,29641
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,30408
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,865
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,8815
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9096
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,110
200803,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,62231
200803,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,63343
200803,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9284
200803,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8693
200804,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,A,4456
200804,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,A,4958
200804,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,19293
200804,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,20143
200804,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,6903
200804,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,6779
200804,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11633
200804,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11562
200804,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8358
200804,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5135
200804,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,5856
200804,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,6214
200804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37136
200804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,42036
200804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,3158
200804,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,2777
200804,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,5806
200804,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,2435
200804,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,10644
200804,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,12041
200804,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2435
200804,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5901
200804,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5393
200804,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,134928
200804,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,138279
200804,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3446
200804,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3301
200804,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4757
200804,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4133
200804,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,16343
200804,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17031
200804,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,16282
200804,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20370
200804,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10678
200804,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,7988
200804,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,59063
200804,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,57099
200804,EVA Airways,,EVA Airways,,International,Asia,Deplaned,Other,International,G,13404
200804,EVA Airways,,EVA Airways,,International,Asia,Enplaned,Other,International,G,10588
200804,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5469
200804,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5462
200804,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14963
200804,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,15204
200804,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,8194
200804,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7879
200804,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,3441
200804,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,3470
200804,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7397
200804,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6289
200804,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,16586
200804,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,16579
200804,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,10339
200804,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9562
200804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3877
200804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3048
200804,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17152
200804,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17072
200804,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,7055
200804,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,6763
200804,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,International,A,136
200804,Miami Air International,GL,Miami Air International,GL,Domestic,US,Enplaned,Other,International,A,164
200804,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,3460
200804,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,3643
200804,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,48593
200804,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,49088
200804,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6939
200804,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6028
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13610
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9592
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6346
